Timestamp,Point_Index,Attempt_Index,Correct_Direction,Responded_Direction,Status
2026-03-06 16:27:28.548,0,0,SW,W,ongoing
2026-03-06 16:27:34.436,0,1,S,SW,ongoing
2026-03-06 16:27:42.728,0,2,E,E,ongoing
2026-03-06 16:27:44.478,0,2,E,N/A,success
2026-03-06 16:27:51.435,1,0,W,NW,ongoing
2026-03-06 16:27:58.616,1,1,S,S,ongoing
2026-03-06 16:28:00.366,1,1,S,N/A,success
2026-03-06 16:28:07.046,2,0,NE,E,ongoing
2026-03-06 16:28:13.337,2,1,NE,N,ongoing
2026-03-06 16:28:22.489,2,2,NE,N,ongoing
2026-03-06 16:28:29.115,2,3,E,E,ongoing
2026-03-06 16:28:30.865,2,3,E,N/A,success
2026-03-06 16:28:35.211,3,0,NW,N,ongoing
2026-03-06 16:28:41.447,3,1,NW,N,ongoing
2026-03-06 16:28:47.461,3,2,W,W,ongoing
2026-03-06 16:28:53.502,3,3,NW,N,ongoing
2026-03-06 16:28:59.780,3,4,W,NW,ongoing
2026-03-06 16:29:05.460,3,5,SW,W,ongoing
2026-03-06 16:29:12.390,3,6,S,SW,ongoing
2026-03-06 16:29:18.279,3,7,E,NE,ongoing
2026-03-06 16:29:24.237,3,8,S,S,ongoing
2026-03-06 16:29:25.987,3,8,S,N/A,success
