Timestamp,Point_Index,Attempt_Index,Correct_Direction,Responded_Direction,Status
2026-03-06 15:49:33.586,0,0,NE,N,ongoing
2026-03-06 15:49:45.946,0,1,E,E,ongoing
2026-03-06 15:49:47.696,0,1,E,N/A,success
2026-03-06 15:49:53.348,1,0,E,E,ongoing
2026-03-06 15:49:55.084,1,0,E,N/A,success
2026-03-06 15:50:05.182,2,0,S,S,ongoing
2026-03-06 15:50:06.917,2,0,S,N/A,success
2026-03-06 15:50:15.501,3,0,SW,SW,ongoing
2026-03-06 15:50:17.459,3,0,SW,N/A,success
2026-03-06 15:50:23.084,4,0,S,S,ongoing
2026-03-06 15:50:24.834,4,0,S,N/A,success
2026-03-06 15:50:43.277,5,0,W,W,ongoing
2026-03-06 15:50:45.027,5,0,W,N/A,success
2026-03-06 15:50:49.722,6,0,W,W,ongoing
2026-03-06 15:50:51.471,6,0,W,N/A,success
2026-03-06 15:50:59.332,7,0,NW,NW,ongoing
2026-03-06 15:51:01.291,7,0,NW,N/A,success
2026-03-06 15:51:04.999,8,0,NW,NW,ongoing
2026-03-06 15:51:06.957,8,0,NW,N/A,success
2026-03-06 15:51:11.012,9,0,N,N,ongoing
2026-03-06 15:51:12.748,9,0,N,N/A,success
2026-03-06 15:51:19.539,10,0,SE,SE,ongoing
2026-03-06 15:51:21.498,10,0,SE,N/A,success
2026-03-06 15:51:24.470,11,0,N,N,ongoing
2026-03-06 15:51:26.206,11,0,N,N/A,success
2026-03-06 15:51:30.914,12,0,NE,NE,ongoing
2026-03-06 15:51:32.872,12,0,NE,N/A,success
2026-03-06 15:51:37.442,13,0,SE,SE,ongoing
2026-03-06 15:51:39.400,13,0,SE,N/A,success
2026-03-06 15:51:44.983,14,0,SW,SW,ongoing
2026-03-06 15:51:46.942,14,0,SW,N/A,success
2026-03-06 15:51:55.038,15,0,E,E,ongoing
2026-03-06 15:51:56.787,15,0,E,N/A,success
