Timestamp,Point_Index,Attempt_Index,Correct_Direction,Responded_Direction,Status
2026-03-08 12:01:46.498,0,0,SE,SW,ongoing
2026-03-08 12:01:53.345,0,1,E,SE,ongoing
2026-03-08 12:01:59.928,0,2,E,SE,ongoing
2026-03-08 12:02:06.330,0,3,NE,E,ongoing
2026-03-08 12:02:12.333,0,4,N,N,ongoing
2026-03-08 12:02:14.080,0,4,N,N/A,success
2026-03-08 12:02:20.066,1,0,SW,SW,ongoing
2026-03-08 12:02:22.025,1,0,SW,N/A,success
2026-03-08 12:02:26.399,2,0,NW,N,ongoing
2026-03-08 12:02:31.982,2,1,NW,NW,ongoing
2026-03-08 12:02:37.648,2,2,NW,NW,ongoing
2026-03-08 12:02:43.566,2,3,W,SW,ongoing
2026-03-08 12:02:49.079,2,4,N,N,ongoing
2026-03-08 12:02:50.828,2,4,N,N/A,success
2026-03-08 12:02:55.009,3,0,N,N,ongoing
2026-03-08 12:02:56.745,3,0,N,N/A,success
2026-03-08 12:03:01.953,4,0,NE,NE,ongoing
2026-03-08 12:03:07.647,4,1,NE,N,ongoing
2026-03-08 12:03:14.592,4,2,E,NE,ongoing
2026-03-08 12:03:23.785,4,3,S,SW,ongoing
2026-03-08 12:03:30.494,4,4,E,E,ongoing
2026-03-08 12:03:32.244,4,4,E,N/A,success
2026-03-08 12:03:38.354,5,0,E,E,ongoing
2026-03-08 12:03:40.091,5,0,E,N/A,success
2026-03-08 12:03:44.631,6,0,SE,SE,ongoing
2026-03-08 12:03:51.562,6,1,SE,SE,ongoing
2026-03-08 12:03:57.423,6,2,SE,SE,ongoing
2026-03-08 12:04:03.909,6,3,SE,SE,ongoing
2026-03-08 12:04:05.867,6,3,SE,N/A,success
2026-03-08 12:04:12.520,7,0,S,SW,ongoing
2026-03-08 12:04:18.145,7,1,SE,SE,ongoing
2026-03-08 12:04:20.103,7,1,SE,N/A,success
2026-03-08 12:04:25.117,8,0,SW,SW,ongoing
2026-03-08 12:04:31.894,8,1,SW,SW,ongoing
2026-03-08 12:04:37.671,8,2,SW,SW,ongoing
2026-03-08 12:04:39.630,8,2,SW,N/A,success
2026-03-08 12:04:44.199,9,0,W,SW,ongoing
2026-03-08 12:04:52.060,9,1,NW,NW,ongoing
2026-03-08 12:04:54.018,9,1,NW,N/A,success
