Timestamp,Point_Index,Attempt_Index,Correct_Direction,Responded_Direction,Status
2026-03-01 18:05:13.267,0,0,W,SW,ongoing
2026-03-01 18:05:19.169,0,1,NW,SW,ongoing
2026-03-01 18:05:25.420,0,2,N,NE,ongoing
2026-03-01 18:05:31.517,0,3,NW,NW,ongoing
2026-03-01 18:05:33.475,0,3,NW,N/A,success
2026-03-01 18:05:37.863,1,0,SW,SW,ongoing
2026-03-01 18:05:44.030,1,1,SW,SW,ongoing
2026-03-01 18:05:50.016,1,2,SW,S,ongoing
2026-03-01 18:05:56.446,1,3,W,SW,ongoing
2026-03-01 18:06:02.640,1,4,N,NE,ongoing
2026-03-01 18:06:09.765,1,5,W,SW,ongoing
2026-03-01 18:06:15.792,1,6,N,NE,ongoing
2026-03-01 18:06:21.570,1,7,W,SW,ongoing
2026-03-01 18:06:27.486,1,8,N,NE,ongoing
2026-03-01 18:06:33.847,1,9,W,SW,ongoing
2026-03-01 18:06:36.320,1,10,N,N/A,failed
2026-03-01 18:06:40.555,2,0,S,S,ongoing
2026-03-01 18:06:47.874,2,1,S,S,ongoing
2026-03-01 18:06:49.624,2,1,S,N/A,success
2026-03-01 18:06:54.249,3,0,SE,SE,ongoing
2026-03-01 18:07:00.804,3,1,SE,SE,ongoing
2026-03-01 18:07:08.485,3,2,SE,E,ongoing
2026-03-01 18:07:23.817,3,3,SE,E,ongoing
2026-03-01 18:07:30.288,3,4,S,SE,ongoing
2026-03-01 18:07:37.511,3,5,SW,SW,ongoing
2026-03-01 18:07:39.469,3,5,SW,N/A,success
2026-03-01 18:07:44.094,4,0,E,S,ongoing
2026-03-01 18:07:49.747,4,1,NE,S,ongoing
2026-03-01 18:07:56.038,4,2,NE,S,ongoing
2026-03-01 18:08:02.149,4,3,N,NE,ongoing
2026-03-01 18:08:07.982,4,4,N,NE,ongoing
2026-03-01 18:08:14.385,4,5,NW,SW,ongoing
2026-03-01 18:08:21.676,4,6,N,NE,ongoing
2026-03-01 18:08:27.884,4,7,NW,SW,ongoing
2026-03-01 18:08:34.064,4,8,N,NE,ongoing
2026-03-01 18:08:41.105,4,9,NW,SW,ongoing
2026-03-01 18:08:43.578,4,10,N,N/A,failed
2026-03-01 18:08:48.342,5,0,NE,S,ongoing
2026-03-01 18:08:54.633,5,1,NE,S,ongoing
2026-03-01 18:09:00.452,5,2,NE,S,ongoing
2026-03-01 18:09:07.007,5,3,N,NE,ongoing
2026-03-01 18:09:13.284,5,4,N,E,ongoing
2026-03-01 18:09:18.840,5,5,N,SE,ongoing
2026-03-01 18:09:24.812,5,6,N,NE,ongoing
2026-03-01 18:09:34.117,5,7,NW,SE,ongoing
2026-03-01 18:09:40.339,5,8,NW,SW,ongoing
2026-03-01 18:09:46.492,5,9,N,NE,ongoing
2026-03-01 18:09:48.964,5,10,NW,N/A,failed
2026-03-01 18:09:53.686,6,0,N,SE,ongoing
2026-03-01 18:09:59.436,6,1,NW,SW,ongoing
2026-03-01 18:10:05.186,6,2,N,SE,ongoing
2026-03-01 18:10:12.018,6,3,N,E,ongoing
2026-03-01 18:10:17.824,6,4,NW,SW,ongoing
2026-03-01 18:10:23.768,6,5,N,E,ongoing
2026-03-01 18:10:29.810,6,6,N,E,ongoing
2026-03-01 18:10:35.559,6,7,NW,SW,ongoing
2026-03-01 18:10:41.878,6,8,N,E,ongoing
2026-03-01 18:10:47.628,6,9,NW,SW,ongoing
2026-03-01 18:10:50.115,6,10,N,N/A,failed
2026-03-01 18:10:54.322,7,0,NW,SW,ongoing
2026-03-01 18:10:59.920,7,1,NW,SW,ongoing
2026-03-01 18:11:05.850,7,2,N,SE,ongoing
2026-03-01 18:11:11.474,7,3,N,SE,ongoing
2026-03-01 18:11:17.251,7,4,NW,SW,ongoing
2026-03-01 18:11:23.085,7,5,N,SE,ongoing
2026-03-01 18:11:29.463,7,6,N,E,ongoing
2026-03-01 18:11:35.182,7,7,NW,SW,ongoing
2026-03-01 18:11:40.765,7,8,N,NE,ongoing
2026-03-01 18:11:46.626,7,9,NW,W,ongoing
2026-03-01 18:11:49.112,7,10,N,N/A,failed
2026-03-01 18:11:53.292,8,0,SW,SW,ongoing
2026-03-01 18:11:55.250,8,0,SW,N/A,success
2026-03-01 18:11:59.473,9,0,SE,SE,ongoing
2026-03-01 18:12:05.306,9,1,SE,SE,ongoing
2026-03-01 18:12:07.264,9,1,SE,N/A,success
