Timestamp,Point_Index,Attempt_Index,Correct_Direction,Responded_Direction,Status
2026-03-01 19:05:45.039,0,0,NE,SW,ongoing
2026-03-01 19:05:50.871,0,1,NE,SW,ongoing
2026-03-01 19:05:56.843,0,2,NE,S,ongoing
2026-03-01 19:06:02.815,0,3,NE,S,ongoing
2026-03-01 19:06:09.467,0,4,NE,S,ongoing
2026-03-01 19:06:14.967,0,5,NE,S,ongoing
2026-03-01 19:06:21.562,0,6,NE,S,ongoing
2026-03-01 19:06:27.061,0,7,NE,S,ongoing
2026-03-01 19:06:32.617,0,8,NE,S,ongoing
2026-03-01 19:06:38.435,0,9,NE,S,ongoing
2026-03-01 19:06:40.922,0,10,NE,N/A,failed
2026-03-01 19:06:46.810,1,0,N,NE,ongoing
2026-03-01 19:06:52.864,1,1,NW,W,ongoing
2026-03-01 19:07:00.196,1,2,N,NE,ongoing
2026-03-01 19:07:06.807,1,3,W,W,ongoing
2026-03-01 19:07:08.557,1,3,W,N/A,success
2026-03-01 19:07:14.168,2,0,NW,SW,ongoing
2026-03-01 19:07:20.138,2,1,NW,SW,ongoing
2026-03-01 19:07:26.513,2,2,N,E,ongoing
2026-03-01 19:07:32.595,2,3,N,E,ongoing
2026-03-01 19:07:38.761,2,4,NW,SW,ongoing
2026-03-01 19:07:47.204,2,5,N,SE,ongoing
2026-03-01 19:07:53.816,2,6,NW,SW,ongoing
2026-03-01 19:08:00.203,2,7,N,NE,ongoing
2026-03-01 19:08:05.939,2,8,NW,SW,ongoing
2026-03-01 19:08:11.994,2,9,N,E,ongoing
2026-03-01 19:08:14.480,2,10,N,N/A,failed
2026-03-01 19:08:19.298,3,0,SW,S,ongoing
2026-03-01 19:08:25.852,3,1,SW,SW,ongoing
2026-03-01 19:08:31.436,3,2,SW,S,ongoing
2026-03-01 19:08:37.213,3,3,W,W,ongoing
2026-03-01 19:08:43.754,3,4,W,W,ongoing
2026-03-01 19:08:45.504,3,4,W,N/A,success
2026-03-01 19:08:50.114,4,0,S,SW,ongoing
2026-03-01 19:08:56.891,4,1,SE,S,ongoing
2026-03-01 19:09:03.792,4,2,E,S,ongoing
2026-03-01 19:09:11.445,4,3,NE,SE,ongoing
2026-03-01 19:09:17.945,4,4,N,E,ongoing
2026-03-01 19:09:23.693,4,5,NW,SW,ongoing
2026-03-01 19:09:30.484,4,6,N,SE,ongoing
2026-03-01 19:09:36.511,4,7,N,E,ongoing
2026-03-01 19:09:43.011,4,8,NW,E,ongoing
2026-03-01 19:09:49.982,4,9,NW,N,ongoing
2026-03-01 19:09:52.468,4,10,NW,N/A,failed
2026-03-01 19:09:58.009,5,0,SE,SW,ongoing
2026-03-01 19:10:03.716,5,1,E,S,ongoing
2026-03-01 19:10:09.299,5,2,NE,S,ongoing
2026-03-01 19:10:15.729,5,3,NE,SE,ongoing
2026-03-01 19:10:21.534,5,4,N,E,ongoing
2026-03-01 19:10:27.672,5,5,N,E,ongoing
2026-03-01 19:10:33.727,5,6,N,E,ongoing
2026-03-01 19:10:40.518,5,7,NW,SW,ongoing
2026-03-01 19:10:47.004,5,8,N,SE,ongoing
2026-03-01 19:10:53.017,5,9,N,E,ongoing
2026-03-01 19:10:55.502,5,10,NW,N/A,failed
2026-03-01 19:10:59.780,6,0,E,S,ongoing
2026-03-01 19:11:05.932,6,1,NE,S,ongoing
2026-03-01 19:11:12.833,6,2,NE,S,ongoing
2026-03-01 19:11:18.749,6,3,NE,S,ongoing
2026-03-01 19:11:25.290,6,4,NE,S,ongoing
2026-03-01 19:11:31.859,6,5,N,E,ongoing
2026-03-01 19:11:37.858,6,6,N,SE,ongoing
2026-03-01 19:11:43.844,6,7,N,SE,ongoing
2026-03-01 19:11:50.412,6,8,N,SE,ongoing
2026-03-01 19:11:57.064,6,9,N,E,ongoing
2026-03-01 19:11:59.550,6,10,N,N/A,failed
2026-03-01 19:12:03.952,7,0,NE,S,ongoing
2026-03-01 19:12:09.841,7,1,NE,S,ongoing
2026-03-01 19:12:15.742,7,2,NE,S,ongoing
2026-03-01 19:12:21.422,7,3,N,SE,ongoing
2026-03-01 19:12:27.532,7,4,N,SE,ongoing
2026-03-01 19:12:34.310,7,5,N,S,ongoing
2026-03-01 19:12:41.198,7,6,N,SE,ongoing
2026-03-01 19:12:47.573,7,7,N,E,ongoing
2026-03-01 19:12:54.196,7,8,N,E,ongoing
2026-03-01 19:13:00.890,7,9,N,SE,ongoing
2026-03-01 19:13:03.376,7,10,N,N/A,failed
2026-03-01 19:13:08.708,8,0,W,SW,ongoing
2026-03-01 19:13:15.290,8,1,N,E,ongoing
2026-03-01 19:13:21.471,8,2,NW,SW,ongoing
2026-03-01 19:13:27.734,8,3,N,SE,ongoing
2026-03-01 19:13:35.011,8,4,N,NE,ongoing
2026-03-01 19:13:42.982,8,5,NW,W,ongoing
2026-03-01 19:13:48.954,8,6,NW,SW,ongoing
2026-03-01 19:13:56.426,8,7,N,E,ongoing
2026-03-01 19:14:03.105,8,8,N,NE,ongoing
2026-03-01 19:14:08.813,8,9,NW,NW,ongoing
2026-03-01 19:14:11.298,8,10,NW,N/A,failed
2026-03-01 19:14:15.673,9,0,SW,SW,ongoing
2026-03-01 19:14:17.630,9,0,SW,N/A,success
