Timestamp,Point_Index,Attempt_Index,Correct_Direction,Responded_Direction,Status
2026-03-06 11:36:09.415,0,0,SW,W,ongoing
2026-03-06 11:36:15.095,0,1,SW,W,ongoing
2026-03-06 11:36:22.775,0,2,S,SW,ongoing
2026-03-06 11:36:29.136,0,3,S,SW,ongoing
2026-03-06 11:36:35.301,0,4,SE,S,ongoing
2026-03-06 11:36:41.594,0,5,E,SE,ongoing
2026-03-06 11:36:49.774,0,6,N,NE,ongoing
2026-03-06 11:36:55.829,0,7,W,N,ongoing
2026-03-06 11:37:02.482,0,8,SW,W,ongoing
2026-03-06 11:37:08.078,0,9,S,S,ongoing
2026-03-06 11:37:09.815,0,9,S,N/A,success
2026-03-06 11:37:14.425,1,0,S,S,ongoing
2026-03-06 11:37:21.217,1,1,S,S,ongoing
2026-03-06 11:37:22.954,1,1,S,N/A,success
2026-03-06 11:37:27.273,2,0,SE,SE,ongoing
2026-03-06 11:37:29.231,2,0,SE,N/A,success
2026-03-06 11:37:33.564,3,0,E,E,ongoing
2026-03-06 11:37:39.133,3,1,E,E,ongoing
2026-03-06 11:37:40.883,3,1,E,N/A,success
2026-03-06 11:37:46.910,4,0,NE,NE,ongoing
2026-03-06 11:37:52.757,4,1,NE,NE,ongoing
2026-03-06 11:37:58.327,4,2,NE,NE,ongoing
2026-03-06 11:38:06.798,4,3,NE,NE,ongoing
2026-03-06 11:38:08.757,4,3,NE,N/A,success
2026-03-06 11:38:13.132,5,0,N,NE,ongoing
2026-03-06 11:38:19.312,5,1,NW,NE,ongoing
2026-03-06 11:38:26.256,5,2,W,N,ongoing
2026-03-06 11:38:33.422,5,3,SW,W,ongoing
2026-03-06 11:38:39.645,5,4,SW,W,ongoing
2026-03-06 11:38:45.408,5,5,S,S,ongoing
2026-03-06 11:38:47.144,5,5,S,N/A,success
2026-03-06 11:38:53.269,6,0,NW,N,ongoing
2026-03-06 11:38:59.046,6,1,NW,N,ongoing
2026-03-06 11:39:07.046,6,2,W,NW,ongoing
2026-03-06 11:39:12.990,6,3,W,NW,ongoing
2026-03-06 11:39:19.171,6,4,SW,W,ongoing
2026-03-06 11:39:25.462,6,5,S,S,ongoing
2026-03-06 11:39:27.212,6,5,S,N/A,success
2026-03-06 11:39:35.045,7,0,NE,SE,ongoing
2026-03-06 11:39:40.865,7,1,N,NE,ongoing
2026-03-06 11:39:46.489,7,2,N,NE,ongoing
2026-03-06 11:39:52.948,7,3,NW,NE,ongoing
2026-03-06 11:39:59.071,7,4,W,N,ongoing
2026-03-06 11:40:05.724,7,5,SW,SW,ongoing
2026-03-06 11:40:12.724,7,6,W,NW,ongoing
2026-03-06 11:40:20.334,7,7,S,S,ongoing
2026-03-06 11:40:22.085,7,7,S,N/A,success
2026-03-06 11:40:32.584,8,0,W,NW,ongoing
2026-03-06 11:40:40.792,8,1,S,S,ongoing
2026-03-06 11:40:42.542,8,1,S,N/A,success
2026-03-06 11:40:47.472,9,0,SW,SW,ongoing
2026-03-06 11:40:49.430,9,0,SW,N/A,success
