Timestamp,Point_Index,Attempt_Index,Correct_Direction,Responded_Direction,Status
2026-03-05 17:31:17.045,0,0,NE,NE,ongoing
2026-03-05 17:31:19.004,0,0,NE,N/A,success
2026-03-05 17:32:23.835,1,0,E,E,ongoing
2026-03-05 17:32:25.582,1,0,E,N/A,success
2026-03-05 17:32:41.860,2,0,S,N,ongoing
2026-03-05 17:32:45.735,2,1,S,S,ongoing
2026-03-05 17:32:49.096,2,2,S,S,ongoing
2026-03-05 17:32:50.846,2,2,S,N/A,success
2026-03-05 17:32:57.637,3,0,SW,SW,ongoing
2026-03-05 17:32:59.595,3,0,SW,N/A,success
2026-03-05 17:33:02.915,4,0,S,S,ongoing
2026-03-05 17:33:04.665,4,0,S,N/A,success
2026-03-05 17:33:07.789,5,0,W,W,ongoing
2026-03-05 17:33:09.526,5,0,W,N/A,success
2026-03-05 17:33:13.749,6,0,W,W,ongoing
2026-03-05 17:33:15.499,6,0,W,N/A,success
2026-03-05 17:33:18.692,7,0,NW,NW,ongoing
2026-03-05 17:33:20.650,7,0,NW,N/A,success
2026-03-05 17:33:22.998,8,0,NW,NW,ongoing
2026-03-05 17:33:24.956,8,0,NW,N/A,success
2026-03-05 17:33:27.248,9,0,N,N,ongoing
2026-03-05 17:33:28.984,9,0,N,N/A,success
2026-03-05 17:33:32.776,10,0,SE,SE,ongoing
2026-03-05 17:33:34.734,10,0,SE,N/A,success
2026-03-05 17:33:36.845,11,0,N,N,ongoing
2026-03-05 17:33:38.594,11,0,N,N/A,success
2026-03-05 17:33:42.553,12,0,NE,NE,ongoing
2026-03-05 17:33:44.511,12,0,NE,N/A,success
2026-03-05 17:33:47.220,13,0,SE,SE,ongoing
2026-03-05 17:33:49.177,13,0,SE,N/A,success
2026-03-05 17:33:52.552,14,0,SW,SW,ongoing
2026-03-05 17:33:54.509,14,0,SW,N/A,success
2026-03-05 17:33:57.857,15,0,E,E,ongoing
2026-03-05 17:33:59.607,15,0,E,N/A,success
