Timestamp,Point_Index,Attempt_Index,Correct_Direction,Responded_Direction,Status
2026-03-01 11:58:48.451,0,0,E,NE,ongoing
2026-03-01 11:58:57.242,0,1,SE,E,ongoing
2026-03-01 11:59:04.353,0,2,S,SE,ongoing
2026-03-01 11:59:11.186,0,3,W,NW,ongoing
2026-03-01 11:59:17.589,0,4,S,S,ongoing
2026-03-01 11:59:19.339,0,4,S,N/A,success
2026-03-01 11:59:24.407,1,0,NE,NE,ongoing
2026-03-01 11:59:31.575,1,1,NE,NE,ongoing
2026-03-01 11:59:37.436,1,2,NE,NE,ongoing
2026-03-01 11:59:43.713,1,3,NE,NE,ongoing
2026-03-01 11:59:45.671,1,3,NE,N/A,success
2026-03-01 11:59:51.991,2,0,N,NE,ongoing
2026-03-01 11:59:58.824,2,1,NW,NW,ongoing
2026-03-01 12:00:00.782,2,1,NW,N/A,success
2026-03-01 12:00:04.949,3,0,NW,NW,ongoing
2026-03-01 12:00:10.643,3,1,NW,NW,ongoing
2026-03-01 12:00:16.559,3,2,NW,NW,ongoing
2026-03-01 12:00:18.518,3,2,NW,N/A,success
2026-03-01 12:00:22.796,4,0,SW,SW,ongoing
2026-03-01 12:00:24.753,4,0,SW,N/A,success
2026-03-01 12:00:29.406,5,0,SW,SW,ongoing
2026-03-01 12:00:35.322,5,1,SW,SW,ongoing
2026-03-01 12:00:42.239,5,2,SW,W,ongoing
2026-03-01 12:00:48.683,5,3,S,S,ongoing
2026-03-01 12:00:50.420,5,3,S,N/A,success
2026-03-01 12:00:54.559,6,0,S,S,ongoing
2026-03-01 12:00:59.962,6,1,S,S,ongoing
2026-03-01 12:01:01.711,6,1,S,N/A,success
2026-03-01 12:01:06.586,7,0,W,NW,ongoing
2026-03-01 12:01:13.447,7,1,S,S,ongoing
2026-03-01 12:01:15.183,7,1,S,N/A,success
2026-03-01 12:01:19.863,8,0,SE,SE,ongoing
2026-03-01 12:01:21.822,8,0,SE,N/A,success
2026-03-01 12:01:26.155,9,0,NE,N,ongoing
2026-03-01 12:01:32.488,9,1,NE,N,ongoing
2026-03-01 12:01:38.405,9,2,E,E,ongoing
2026-03-01 12:01:43.779,9,3,E,E,ongoing
2026-03-01 12:01:45.529,9,3,E,N/A,success
