Timestamp,Point_Index,Attempt_Index,Correct_Direction,Responded_Direction,Status
2026-03-08 16:23:42.271,0,0,SE,SE,ongoing
2026-03-08 16:23:49.464,0,1,SE,SE,ongoing
2026-03-08 16:23:51.423,0,1,SE,N/A,success
2026-03-08 16:23:58.256,1,0,SW,SW,ongoing
2026-03-08 16:24:00.214,1,0,SW,N/A,success
2026-03-08 16:24:06.047,2,0,NW,W,ongoing
2026-03-08 16:24:17.171,2,1,NW,W,ongoing
2026-03-08 16:24:22.727,2,2,N,N,ongoing
2026-03-08 16:24:28.824,2,3,NW,NW,ongoing
2026-03-08 16:24:34.240,2,4,N,N,ongoing
2026-03-08 16:24:35.977,2,4,N,N/A,success
2026-03-08 16:24:42.254,3,0,N,N,ongoing
2026-03-08 16:24:43.989,3,0,N,N/A,success
2026-03-08 16:24:48.448,4,0,NE,NE,ongoing
2026-03-08 16:24:54.420,4,1,NE,NE,ongoing
2026-03-08 16:24:56.379,4,1,NE,N/A,success
2026-03-08 16:25:01.141,5,0,E,NE,ongoing
2026-03-08 16:25:08.100,5,1,S,S,ongoing
2026-03-08 16:25:09.836,5,1,S,N/A,success
2026-03-08 16:25:18.794,6,0,SE,SE,ongoing
2026-03-08 16:25:25.808,6,1,SE,SE,ongoing
2026-03-08 16:25:31.793,6,2,SE,SE,ongoing
2026-03-08 16:25:37.891,6,3,SE,SE,ongoing
2026-03-08 16:25:39.849,6,3,SE,N/A,success
2026-03-08 16:25:46.779,7,0,S,S,ongoing
2026-03-08 16:25:54.223,7,1,S,S,ongoing
2026-03-08 16:25:55.959,7,1,S,N/A,success
2026-03-08 16:26:00.723,8,0,SW,S,ongoing
2026-03-08 16:26:06.598,8,1,SW,S,ongoing
2026-03-08 16:26:14.917,8,2,W,SW,ongoing
2026-03-08 16:26:24.237,8,3,W,SW,ongoing
2026-03-08 16:26:37.985,8,4,NW,W,ongoing
2026-03-08 16:26:46.623,8,5,N,N,ongoing
2026-03-08 16:26:48.374,8,5,N,N/A,success
