Timestamp,Point_Index,Attempt_Index,Correct_Direction,Responded_Direction,Status
2026-03-05 16:01:17.680,0,0,E,NE,ongoing
2026-03-05 16:01:23.304,0,1,SE,S,ongoing
2026-03-05 16:01:28.929,0,2,E,E,ongoing
2026-03-05 16:01:34.387,0,3,E,E,ongoing
2026-03-05 16:01:36.136,0,3,E,N/A,success
2026-03-05 16:01:40.302,1,0,N,NE,ongoing
2026-03-05 16:01:45.982,1,1,NW,NW,ongoing
2026-03-05 16:01:47.940,1,1,NW,N/A,success
2026-03-05 16:01:51.897,2,0,NW,NW,ongoing
2026-03-05 16:01:53.856,2,0,NW,N/A,success
2026-03-05 16:01:58.009,3,0,SW,SW,ongoing
2026-03-05 16:02:03.244,3,1,SW,SW,ongoing
2026-03-05 16:02:05.202,3,1,SW,N/A,success
2026-03-05 16:02:09.076,4,0,SE,SE,ongoing
2026-03-05 16:02:14.354,4,1,SE,SE,ongoing
2026-03-05 16:02:20.062,4,2,SE,SE,ongoing
2026-03-05 16:02:22.020,4,2,SE,N/A,success
2026-03-05 16:02:26.089,5,0,NE,E,ongoing
2026-03-05 16:02:31.588,5,1,NE,E,ongoing
2026-03-05 16:02:36.907,5,2,NE,E,ongoing
2026-03-05 16:02:44.475,5,3,N,NE,ongoing
2026-03-05 16:02:50.530,5,4,N,NE,ongoing
2026-03-05 16:02:57.029,5,5,NW,W,ongoing
2026-03-05 16:03:02.626,5,6,N,NE,ongoing
2026-03-05 16:03:08.916,5,7,NW,W,ongoing
2026-03-05 16:03:15.263,5,8,N,NE,ongoing
2026-03-05 16:03:21.485,5,9,W,SW,ongoing
2026-03-05 16:03:23.971,5,10,N,N/A,failed
2026-03-05 16:03:28.151,6,0,W,SW,ongoing
2026-03-05 16:03:34.901,6,1,NW,NW,ongoing
2026-03-05 16:03:36.858,6,1,NW,N/A,success
2026-03-05 16:03:40.830,7,0,S,SW,ongoing
2026-03-05 16:03:46.468,7,1,SE,E,ongoing
2026-03-05 16:03:53.092,7,2,S,SW,ongoing
2026-03-05 16:03:58.911,7,3,E,E,ongoing
2026-03-05 16:04:00.661,7,3,E,N/A,success
2026-03-05 16:04:05.215,8,0,NW,NW,ongoing
2026-03-05 16:04:07.174,8,0,NW,N/A,success
2026-03-05 16:04:11.340,9,0,N,NE,ongoing
2026-03-05 16:04:19.437,9,1,W,SW,ongoing
2026-03-05 16:04:25.394,9,2,N,NW,ongoing
2026-03-05 16:04:31.004,9,3,E,E,ongoing
2026-03-05 16:04:32.754,9,3,E,N/A,success
