Timestamp,Point_Index,Attempt_Index,Correct_Direction,Responded_Direction,Status
2026-03-06 17:25:54.443,0,0,NE,NW,ongoing
2026-03-06 17:25:58.164,0,1,E,E,ongoing
2026-03-06 17:26:02.498,0,2,E,N,ongoing
2026-03-06 17:26:15.941,0,3,SE,SE,ongoing
2026-03-06 17:26:17.900,0,3,SE,N/A,success
2026-03-06 17:26:22.552,1,0,E,E,ongoing
2026-03-06 17:26:24.302,1,0,E,N/A,success
2026-03-06 17:26:26.676,2,0,S,S,ongoing
2026-03-06 17:26:28.413,2,0,S,N/A,success
2026-03-06 17:26:31.274,3,0,SW,NW,ongoing
2026-03-06 17:26:34.871,3,1,S,S,ongoing
2026-03-06 17:26:39.717,3,2,S,S,ongoing
2026-03-06 17:26:41.468,3,2,S,N/A,success
2026-03-06 17:26:44.162,4,0,S,S,ongoing
2026-03-06 17:26:45.898,4,0,S,N/A,success
2026-03-06 17:26:48.426,5,0,W,NW,ongoing
2026-03-06 17:26:52.593,5,1,S,S,ongoing
2026-03-06 17:26:54.342,5,1,S,N/A,success
2026-03-06 17:26:57.217,6,0,W,W,ongoing
2026-03-06 17:26:58.967,6,0,W,N/A,success
2026-03-06 17:27:02.800,7,0,NW,NW,ongoing
2026-03-06 17:27:04.759,7,0,NW,N/A,success
2026-03-06 17:27:08.328,8,0,NW,NW,ongoing
2026-03-06 17:27:10.286,8,0,NW,N/A,success
2026-03-06 17:27:12.577,9,0,N,N,ongoing
2026-03-06 17:27:14.314,9,0,N,N/A,success
2026-03-06 17:27:18.355,10,0,SE,SE,ongoing
2026-03-06 17:27:20.314,10,0,SE,N/A,success
2026-03-06 17:27:22.604,11,0,N,N,ongoing
2026-03-06 17:27:24.341,11,0,N,N/A,success
2026-03-06 17:27:28.494,12,0,NE,NE,ongoing
2026-03-06 17:27:30.452,12,0,NE,N/A,success
2026-03-06 17:27:34.034,13,0,SE,SE,ongoing
2026-03-06 17:27:35.994,13,0,SE,N/A,success
2026-03-06 17:27:39.646,14,0,SW,SW,ongoing
2026-03-06 17:27:41.605,14,0,SW,N/A,success
2026-03-06 17:27:46.174,15,0,E,E,ongoing
2026-03-06 17:27:47.908,15,0,E,N/A,success
