Timestamp,Point_Index,Attempt_Index,Correct_Direction,Responded_Direction,Status
2026-03-01 14:42:18.136,0,0,SW,W,ongoing
2026-03-01 14:42:24.080,0,1,SW,SW,ongoing
2026-03-01 14:42:29.816,0,2,SW,W,ongoing
2026-03-01 14:42:36.010,0,3,S,S,ongoing
2026-03-01 14:42:45.246,0,4,S,E,ongoing
2026-03-01 14:42:50.995,0,5,SW,S,ongoing
2026-03-01 14:42:56.634,0,6,W,W,ongoing
2026-03-01 14:42:58.385,0,6,W,N/A,success
2026-03-01 14:43:02.898,1,0,S,S,ongoing
2026-03-01 14:43:08.398,1,1,S,S,ongoing
2026-03-01 14:43:10.148,1,1,S,N/A,success
2026-03-01 14:43:16.620,2,0,SE,SW,ongoing
2026-03-01 14:43:22.744,2,1,E,E,ongoing
2026-03-01 14:43:28.244,2,2,E,E,ongoing
2026-03-01 14:43:29.994,2,2,E,N/A,success
2026-03-01 14:43:34.077,3,0,E,E,ongoing
2026-03-01 14:43:39.438,3,1,E,E,ongoing
2026-03-01 14:43:41.188,3,1,E,N/A,success
2026-03-01 14:43:45.730,4,0,NE,SE,ongoing
2026-03-01 14:43:51.034,4,1,NE,E,ongoing
2026-03-01 14:43:56.980,4,2,N,NE,ongoing
2026-03-01 14:44:02.854,4,3,N,NE,ongoing
2026-03-01 14:44:08.354,4,4,N,N,ongoing
2026-03-01 14:44:14.325,4,5,N,NW,ongoing
2026-03-01 14:44:19.603,4,6,NE,NE,ongoing
2026-03-01 14:44:21.562,4,6,NE,N/A,success
2026-03-01 14:44:25.464,5,0,N,N,ongoing
2026-03-01 14:44:30.810,5,1,N,NE,ongoing
2026-03-01 14:44:36.310,5,2,W,NW,ongoing
2026-03-01 14:44:41.838,5,3,S,W,ongoing
2026-03-01 14:44:47.796,5,4,SE,W,ongoing
2026-03-01 14:44:53.310,5,5,SE,W,ongoing
2026-03-01 14:44:58.740,5,6,E,E,ongoing
2026-03-01 14:45:04.421,5,7,SE,S,ongoing
2026-03-01 14:45:09.768,5,8,E,E,ongoing
2026-03-01 14:45:15.573,5,9,E,E,ongoing
2026-03-01 14:45:17.323,5,9,E,N/A,success
2026-03-01 14:45:22.781,6,0,NW,W,ongoing
2026-03-01 14:45:28.767,6,1,NW,NE,ongoing
2026-03-01 14:45:34.600,6,2,NW,N,ongoing
2026-03-01 14:45:40.086,6,3,W,N,ongoing
2026-03-01 14:45:45.725,6,4,W,N,ongoing
2026-03-01 14:45:51.391,6,5,W,NW,ongoing
2026-03-01 14:45:57.446,6,6,SW,SW,ongoing
2026-03-01 14:46:03.349,6,7,SW,W,ongoing
2026-03-01 14:46:09.002,6,8,S,S,ongoing
2026-03-01 14:46:10.751,6,8,S,N/A,success
2026-03-01 14:46:15.265,7,0,NE,E,ongoing
2026-03-01 14:46:22.640,7,1,NE,SE,ongoing
2026-03-01 14:46:29.251,7,2,N,NE,ongoing
2026-03-01 14:46:36.208,7,3,NW,NW,ongoing
2026-03-01 14:46:42.208,7,4,N,NE,ongoing
2026-03-01 14:46:49.263,7,5,W,NW,ongoing
2026-03-01 14:46:54.624,7,6,S,SE,ongoing
2026-03-01 14:47:00.235,7,7,W,W,ongoing
2026-03-01 14:47:01.971,7,7,W,N/A,success
2026-03-01 14:47:06.138,8,0,W,W,ongoing
2026-03-01 14:47:07.887,8,0,W,N/A,success
2026-03-01 14:47:11.735,9,0,SW,W,ongoing
2026-03-01 14:47:18.081,9,1,S,S,ongoing
2026-03-01 14:47:19.831,9,1,S,N/A,success
