Timestamp,Point_Index,Attempt_Index,Correct_Direction,Responded_Direction,Status
2026-03-01 14:48:52.370,0,0,E,E,ongoing
2026-03-01 14:48:57.841,0,1,E,E,ongoing
2026-03-01 14:48:59.591,0,1,E,N/A,success
2026-03-01 14:49:03.799,1,0,NE,NE,ongoing
2026-03-01 14:49:09.493,1,1,NE,N,ongoing
2026-03-01 14:49:15.230,1,2,NE,NE,ongoing
2026-03-01 14:49:20.771,1,3,NE,NE,ongoing
2026-03-01 14:49:26.367,1,4,E,E,ongoing
2026-03-01 14:49:28.117,1,4,E,N/A,success
2026-03-01 14:49:32.714,2,0,N,N,ongoing
2026-03-01 14:49:39.701,2,1,N,N,ongoing
2026-03-01 14:49:41.437,2,1,N,N/A,success
2026-03-01 14:49:45.811,3,0,NW,W,ongoing
2026-03-01 14:49:56.172,3,1,NW,NW,ongoing
2026-03-01 14:50:01.603,3,2,NW,W,ongoing
2026-03-01 14:50:07.393,3,3,N,E,ongoing
2026-03-01 14:50:14.670,3,4,NW,W,ongoing
2026-03-01 14:50:20.463,3,5,N,N,ongoing
2026-03-01 14:50:26.212,3,6,N,N,ongoing
2026-03-01 14:50:27.962,3,6,N,N/A,success
2026-03-01 14:50:32.254,4,0,SW,SW,ongoing
2026-03-01 14:50:34.212,4,0,SW,N/A,success
2026-03-01 14:50:38.434,5,0,SW,SW,ongoing
2026-03-01 14:50:43.781,5,1,SW,SW,ongoing
2026-03-01 14:50:49.086,5,2,SW,SW,ongoing
2026-03-01 14:50:51.045,5,2,SW,N/A,success
2026-03-01 14:50:55.614,6,0,S,S,ongoing
2026-03-01 14:51:00.850,6,1,S,S,ongoing
2026-03-01 14:51:02.599,6,1,S,N/A,success
2026-03-01 14:51:07.586,7,0,W,W,ongoing
2026-03-01 14:51:09.336,7,0,W,N/A,success
2026-03-01 14:51:13.516,8,0,SE,E,ongoing
2026-03-01 14:51:19.502,8,1,S,SE,ongoing
2026-03-01 14:51:25.558,8,2,W,S,ongoing
2026-03-01 14:51:32.141,8,3,NW,NW,ongoing
2026-03-01 14:51:34.099,8,3,NW,N/A,success
2026-03-01 14:51:38.154,9,0,NE,E,ongoing
2026-03-01 14:51:43.986,9,1,NE,E,ongoing
2026-03-01 14:51:49.681,9,2,N,N,ongoing
2026-03-01 14:51:55.306,9,3,N,N,ongoing
2026-03-01 14:51:57.056,9,3,N,N/A,success
